Task 4, from cli 0, frame is 0, time: 14.869392
Task 14, from cli 0, frame is 0, time: 29.384832
Task 3, from cli 0, frame is 0, time: 33.242231
Task 13, from cli 0, frame is 0, time: 56.297052
Task 14, from cli 0, frame is 1, time: 72.191772
Task 5, from cli 0, frame is 1, time: 76.038808
Task 13, from cli 0, frame is 1, time: 79.504365
Task 17, from cli 0, frame is 1, time: 101.611229
Task 16, from cli 0, frame is 2, time: 125.103475
Task 19, from cli 0, frame is 2, time: 128.058283
