Task 0, from cli 0, frame is 0, time: 18.311556
Task 16, from cli 0, frame is 0, time: 43.594209
Task 0, from cli 0, frame is 1, time: 60.411713
Task 14, from cli 0, frame is 1, time: 75.786634
Task 15, from cli 0, frame is 1, time: 79.783397
Task 0, from cli 0, frame is 2, time: 95.304177
Task 14, from cli 0, frame is 2, time: 110.465642
Task 11, from cli 0, frame is 2, time: 114.102895
Task 0, from cli 0, frame is 3, time: 141.625936
Task 16, from cli 0, frame is 3, time: 168.354377
